CODIGO_MESA_2019,CODIGO_CIRCUITO_2017
0101105045X,01011000122
0101105046X,01011000122
0101105047X,01011000122
0101105048X,01011000122
0101105049X,01011000122
0101105050X,01011000122
0101105051X,01011000122
0101105052X,01011000122
0101105053X,01011000122
0101105054X,01011000122
0101105055X,01011000122
0101105056X,01011000122
0101105057X,01011000122
0101105058X,01011000122
0101105059X,01011000122
0101105060X,01011000122
0101105061X,01011000122
0101105062X,01011000122
0101105063X,01011000122
0101105064X,01011000122
0101105065X,01011000122
0101105066X,01011000122
0101105067X,01011000122
0101105068X,01011000122
0101105069X,01011000122
0101105070X,01011000122
0101105071X,01011000122
0101105072X,01011000122
0101105073X,01011000122
0101105074X,01011000122
0101105075X,01011000122
0101105076X,01011000122
0101105077X,01011000122
0101105078X,01011000122
0101105079X,01011000122
0101105080X,01011000122
0101105081X,01011000122
0101105082X,01011000122
0101105083X,01011000122
0101105084X,01011000122
0101105085X,01011000123
0101105086X,01011000123
0101105087X,01011000123
0101105088X,01011000123
0101105089X,01011000123
0101105090X,01011000123
0101105091X,01011000123
0101105092X,01011000123
0101105093X,01011000123
0101105094X,01011000123
0101105095X,01011000123
0101105096X,01011000123
0101105097X,01011000123
0101105098X,01011000123
0101105099X,01011000123
0101105100X,01011000123
0101105101X,01011000123
0101105102X,01011000123
0101105103X,01011000123
0101105104X,01011000123
0101105105X,01011000123
0101105106X,01011000123
0101105107X,01011000123
0101105108X,01011000123
0101105109X,01011000123
0101105110X,01011000123
0101105111X,01011000123
0101105112X,01011000123
0101105113X,01011000123
0101105114X,01011000123
0101105115X,01011000123
0101105116X,01011000123
0101105117X,01011000123
0101105118X,01011000123
0101105119X,01011000123
0101105120X,01011000123
0101105121X,01011000123
0101105122X,01011000123
0101105123X,01011000123
0101105124X,01011000123
0101105125X,01011000123
0101105126X,01011000123
0101205127X,01012000124
0101205128X,01012000124
0101205129X,01012000124
0101205130X,01012000124
0101205131X,01012000124
0101205132X,01012000124
0101205133X,01012000124
0101205134X,01012000124
0101205135X,01012000124
0101205136X,01012000124
0101205137X,01012000124
0101205138X,01012000124
0101205139X,01012000124
0101205140X,01012000124
0101205141X,01012000124
0101205142X,01012000124
0101205143X,01012000124
0101205144X,01012000124
0101205145X,01012000124
0101205146X,01012000124
0101205147X,01012000124
0101205148X,01012000124
0101205149X,01012000124
0101205150X,01012000124
0101205151X,01012000124
0101205152X,01012000124
0101205153X,01012000124
0101205154X,01012000124
0101205155X,01012000124
0101205156X,01012000124
0101205157X,01012000124
0101205158X,01012000124
0101205159X,01012000124
0101205160X,01012000124
0101205161X,01012000124
0101205162X,01012000124
0101205163X,01012000124
0101205164X,01012000124
0101205165X,01012000124
0101205166X,01012000124
0101205167X,01012000124
0101205168X,01012000124
0101205169X,01012000124
0101205170X,01012000124
0101205171X,01012000124
0101205172X,01012000124
0101205173X,01012000124
0101205174X,01012000124
0101205175X,01012000125
0101205176X,01012000125
0101205177X,01012000125
0101205178X,01012000125
0101205179X,01012000125
0101205180X,01012000125
0101205181X,01012000125
0101205182X,01012000125
0101205183X,01012000125
0101205184X,01012000125
0101205185X,01012000125
0101205186X,01012000125
0101205187X,01012000125
0101205188X,01012000125
0101205189X,01012000125
0101205190X,01012000125
0101205191X,01012000125
0101205192X,01012000125
0101205193X,01012000125
0101205194X,01012000125
0101205195X,01012000125
0101205196X,01012000125
0101205197X,01012000125
0101205198X,01012000125
0101205199X,01012000125
0101205200X,01012000125
0101205201X,01012000125
0101205202X,01012000125
0101205203X,01012000125
0101205204X,01012000125
0101205205X,01012000125
0101205206X,01012000125
0101205207X,01012000125
0101205208X,01012000125
0101205209X,01012000125
0101205210X,01012000125
0101205211X,01012000125
0101205212X,01012000125
0101205213X,01012000125
0101205214X,01012000125
0101205215X,01012000125
0101205216X,01012000125
0101205217X,01012000125
0101205218X,01012000125
0101205219X,01012000125
0101205220X,01012000125
0101205221X,01012000125
0101205222X,01012000125
0101205223X,01012000125
0101205224X,01012000125
0101205225X,01012000125
0101205226X,01012000125
0101205227X,01012000125
0101205228X,01012000125
0101205229X,01012000125
0101205230X,01012000125
0101205231X,01012000125
0101205232X,01012000125
0101205233X,01012000125
0101205234X,01012000125
0101205235X,01012000125
0101205236X,01012000125
0101205237X,01012000125
0101205238X,01012000126
0101205239X,01012000126
0101205240X,01012000126
0101205241X,01012000126
0101205242X,01012000126
0101205243X,01012000126
0101205244X,01012000126
0101205245X,01012000126
0101205246X,01012000126
0101205247X,01012000126
0101205248X,01012000126
0101205249X,01012000126
0101205250X,01012000126
0101205251X,01012000126
0101205252X,01012000126
0101205253X,01012000126
0101205254X,01012000126
0101205255X,01012000126
0101205256X,01012000126
0101205257X,01012000126
0101205258X,01012000126
0101205259X,01012000126
0101205260X,01012000126
0101205261X,01012000126
0101205262X,01012000126
0101205263X,01012000126
0101205264X,01012000126
0101205265X,01012000126
0101205266X,01012000126
0101205267X,01012000126
0101205268X,01012000126
0101205269X,01012000126
0101205270X,01012000126
0101205271X,01012000126
0101205272X,01012000126
0101205273X,01012000126
0101205274X,01012000126
0101205275X,01012000126
0101205276X,01012000126
0101205277X,01012000126
0101205278X,01012000126
0101205279X,01012000126
0101205280X,01012000126
0101205281X,01012000126
0101205282X,01012000126
0101205283X,01012000126
0101205284X,01012000126
0101205285X,01012000126
0101205286X,01012000126
0101205287X,01012000126
0101205288X,01012000126
0101205289X,01012000126
0101205290X,01012000127
0101205291X,01012000127
0101205292X,01012000127
0101205293X,01012000127
0101205294X,01012000127
0101205295X,01012000127
0101205296X,01012000127
0101205297X,01012000127
0101205298X,01012000127
0101205299X,01012000127
0101205300X,01012000127
0101205301X,01012000127
0101205302X,01012000127
0101205303X,01012000127
0101205304X,01012000127
0101205305X,01012000127
0101205306X,01012000127
0101205307X,01012000127
0101205308X,01012000127
0101205309X,01012000127
0101205310X,01012000127
0101205311X,01012000127
0101205312X,01012000127
0101205313X,01012000127
0101205314X,01012000127
0101205315X,01012000127
0101205316X,01012000127
0101205317X,01012000127
0101205318X,01012000127
0101205319X,01012000127
0101205320X,01012000127
0101205321X,01012000127
0101205322X,01012000127
0101205323X,01012000127
0101205324X,01012000127
0101205325X,01012000127
0101205326X,01012000127
0101205327X,01012000127
0101205328X,01012000127
0101205329X,01012000127
0101205330X,01012000127
0101205331X,01012000127
0101205332X,01012000127
0101205333X,01012000127
0101205334X,01012000127
0101205335X,01012000127
0101205336X,01012000127
0101205337X,01012000127
0101205338X,01012000127
0101205339X,01012000127
0101205340X,01012000127
0101205341X,01012000127
0101205342X,01012000127
0101205343X,01012000127
0101205344X,01012000127
0101205345X,01012000127
0101205346X,01012000127
0101205347X,01012000127
0101205348X,01012000127
0101205349X,01012000127
0101205350X,01012000127
0101205351X,01012000127
0101205352X,01012000127
0101205353X,01012000127
0101205354X,01012000127
0101205355X,01012000127
0101205356X,01012000127
0101205357X,01012000127
0101205358X,01012000127
0101205359X,01012000127
0101205360X,01012000128
0101205361X,01012000128
0101205362X,01012000128
0101205363X,01012000128
0101205364X,01012000128
0101205365X,01012000128
0101205366X,01012000128
0101205367X,01012000128
0101205368X,01012000128
0101205369X,01012000128
0101205370X,01012000128
0101205371X,01012000128
0101205372X,01012000128
0101205373X,01012000128
0101205374X,01012000128
0101205375X,01012000128
0101205376X,01012000128
0101205377X,01012000128
0101205378X,01012000128
0101205379X,01012000128
0101205380X,01012000128
0101205381X,01012000128
0101205382X,01012000128
0101205383X,01012000128
0101205384X,01012000128
0101205385X,01012000128
0101205386X,01012000128
0101205387X,01012000128
0101205388X,01012000128
0101205389X,01012000128
0101205390X,01012000128
0101205391X,01012000128
0101205392X,01012000128
0101205393X,01012000128
0101205394X,01012000128
0101205395X,01012000128
0101205396X,01012000128
0101205397X,01012000128
0101205398X,01012000128
0101205399X,01012000128
0101205400X,01012000128
0101205401X,01012000128
0101205402X,01012000128
0101205403X,01012000128
0101205404X,01012000128
0101205405X,01012000128
0101205406X,01012000128
0101205407X,01012000128
0101205408X,01012000128
0101205409X,01012000128
0101205410X,01012000128
0101205411X,01012000128
0101205412X,01012000128
0101205413X,01012000128
0101205414X,01012000128
0101205415X,01012000128
0101205416X,01012000128
0101205417X,01012000129
0101205418X,01012000129
0101205419X,01012000129
0101205420X,01012000129
0101205421X,01012000129
0101205422X,01012000129
0101205423X,01012000129
0101205424X,01012000129
0101205425X,01012000129
0101205426X,01012000129
0101205427X,01012000129
0101205428X,01012000129
0101205429X,01012000129
0101205430X,01012000129
0101205431X,01012000129
0101205432X,01012000129
0101205433X,01012000129
0101205434X,01012000129
0101205435X,01012000129
0101205436X,01012000129
0101205437X,01012000129
0101205438X,01012000129
0101205439X,01012000129
0101205440X,01012000129
0101205441X,01012000129
0101205442X,01012000129
0101205443X,01012000129
0101205444X,01012000129
0101205445X,01012000129
0101205446X,01012000129
0101205447X,01012000129
0101205448X,01012000129
0101205449X,01012000129
0101205450X,01012000129
0101205451X,01012000129
0101205452X,01012000129
0101205453X,01012000129
0101205454X,01012000129
0101205455X,01012000129
0101205456X,01012000129
0101205457X,01012000129
0101205458X,01012000129
0101205459X,01012000129
0101205460X,01012000129
0101205461X,01012000129
0101205462X,01012000129
0101205463X,01012000129
0101205464X,01012000129
0101205465X,01012000129
0101205466X,01012000129
0101205467X,01012000129
0101205468X,01012000129
0101205469X,01012000129
0101205470X,01012000129
0101205471X,01012000129
0101205472X,01012000129
0101205473X,01012000129
0101205474X,01012000129
0101205475X,01012000129
0101205476X,01012000129
0101205477X,01012000129
0101205478X,01012000129
0101205479X,01012000129
0101205480X,01012000129
0101205481X,01012000129
0101205482X,01012000129
0101205483X,01012000129
0101205484X,01012000129
0101205485X,01012000129
0101205486X,01012000129
0101205487X,01012000129
0101205488X,01012000129
0101205489X,01012000129
0101205490X,01012000129
0101205491X,01012000130
0101205492X,01012000130
0101205493X,01012000130
0101205494X,01012000130
0101205495X,01012000130
0101205496X,01012000130
0101205497X,01012000130
0101205498X,01012000130
0101205499X,01012000130
0101205500X,01012000130
0101205501X,01012000130
0101205502X,01012000130
0101205503X,01012000130
0101205504X,01012000130
0101205505X,01012000130
0101205506X,01012000130
0101205507X,01012000130
0101205508X,01012000130
0101205509X,01012000130
0101205510X,01012000130
0101205511X,01012000130
0101205512X,01012000130
0101205513X,01012000130
0101205514X,01012000130
0101205515X,01012000130
0101205516X,01012000130
0101205517X,01012000130
0101205518X,01012000130
0101205519X,01012000130
0101205520X,01012000130
0101205521X,01012000130
0101205522X,01012000130
0101205523X,01012000130
0101205524X,01012000130
0101205525X,01012000130
0101205526X,01012000130
0101205527X,01012000130
0101205528X,01012000130
0101205529X,01012000130
0101205530X,01012000130
0101205531X,01012000130
0101205532X,01012000130
0101205533X,01012000130
0101205534X,01012000130
0101205535X,01012000130
0101205536X,01012000130
0101205537X,01012000130
0101205538X,01012000130
0101205539X,01012000130
0101205540X,01012000130
0101205541X,01012000130
0101205542X,01012000130
0101205543X,01012000131
0101205544X,01012000131
0101205545X,01012000131
0101205546X,01012000131
0101205547X,01012000131
0101205548X,01012000131
0101205549X,01012000131
0101205550X,01012000131
0101205551X,01012000131
0101205552X,01012000131
0101205553X,01012000131
0101205554X,01012000131
0101205555X,01012000131
0101205556X,01012000131
0101205557X,01012000131
0101205558X,01012000131
0101205559X,01012000131
0101205560X,01012000132
0101205561X,01012000132
0101205562X,01012000132
0101205563X,01012000132
0101205564X,01012000132
0101205565X,01012000132
0101205566X,01012000132
0101205567X,01012000132
0101205568X,01012000132
0101205569X,01012000132
0101205570X,01012000132
0101205571X,01012000132
0101205572X,01012000132
0101205573X,01012000132
0101205574X,01012000132
0101205575X,01012000132
0101205576X,01012000132
0101205577X,01012000132
0101205578X,01012000132
0101205579X,01012000132
0101205580X,01012000132
0101205581X,01012000132
0101205582X,01012000132
0101205583X,01012000132
0101205584X,01012000132
0101205585X,01012000132
0101205586X,01012000132
0101205587X,01012000132
0101205588X,01012000132
0101205589X,01012000132
0101205590X,01012000132
0101205591X,01012000132
0101205592X,01012000132
0101205593X,01012000132
0101205594X,01012000132
0101205595X,01012000132
0101205596X,01012000132
0101205597X,01012000132
0101205598X,01012000132
0101205599X,01012000132
0101205600X,01012000132
0101205601X,01012000132
0101205602X,01012000132
0101205603X,01012000132
0101205604X,01012000132
0101205605X,01012000132
0101205606X,01012000132
0101205607X,01012000132
0101205608X,01012000132
0101205609X,01012000132
0101205610X,01012000132
0101205611X,01012000132
0101205612X,01012000132
0101205613X,01012000132
0101205614X,01012000132
0101205615X,01012000132
0101205616X,01012000132
0101205617X,01012000132
0101205618X,01012000132
0101205619X,01012000132
0101205620X,01012000133
0101205621X,01012000133
0101205622X,01012000133
0101205623X,01012000133
0101205624X,01012000133
0101205625X,01012000133
0101205626X,01012000133
0101205627X,01012000133
0101205628X,01012000133
0101205629X,01012000133
0101205630X,01012000133
0101205631X,01012000133
0101205632X,01012000133
0101205633X,01012000133
0101205634X,01012000133
0101205635X,01012000133
0101205636X,01012000133
0101205637X,01012000133
0101205638X,01012000133
0101205639X,01012000133
0101205640X,01012000133
0101205641X,01012000133
0101205642X,01012000133
0101205643X,01012000133
0101205644X,01012000133
0101205645X,01012000133
0101205646X,01012000133
0101205647X,01012000133
0101205648X,01012000133
0101205649X,01012000133
0101205650X,01012000133
0101205651X,01012000133
0101205652X,01012000133
0101205653X,01012000133
0101205654X,01012000133
0101205655X,01012000133
0101205656X,01012000133
0101205657X,01012000133
0101205658X,01012000133
0101205659X,01012000133
0101205660X,01012000133
0101205661X,01012000133
0101205662X,01012000133
0101205663X,01012000133
0101205664X,01012000133
0101205665X,01012000133
0101205666X,01012000133
0101205667X,01012000133
0101205668X,01012000133
0101205669X,01012000133
0101205670X,01012000133
0101205671X,01012000133
0101205672X,01012000133
0101205673X,01012000133
0101205674X,01012000133
0101205675X,01012000133
0101205676X,01012000133
0101205677X,01012000133
0101205678X,01012000133
0101205679X,01012000133
0101305680X,01013000134
0101305681X,01013000134
0101305682X,01013000134
0101305683X,01013000134
0101305684X,01013000134
0101305685X,01013000134
0101305686X,01013000134
0101305687X,01013000134
0101305688X,01013000134
0101305689X,01013000134
0101305690X,01013000134
0101305691X,01013000134
0101305692X,01013000134
0101305693X,01013000134
0101305694X,01013000134
0101305695X,01013000134
0101305696X,01013000134
0101305697X,01013000134
0101305698X,01013000134
0101305699X,01013000134
0101305700X,01013000134
0101305701X,01013000134
0101305702X,01013000134
0101305703X,01013000134
0101305704X,01013000134
0101305705X,01013000134
0101305706X,01013000135
0101305707X,01013000135
0101305708X,01013000135
0101305709X,01013000135
0101305710X,01013000135
0101305711X,01013000135
0101305712X,01013000135
0101305713X,01013000135
0101305714X,01013000135
0101305715X,01013000135
0101305716X,01013000135
0101305717X,01013000135
0101305718X,01013000135
0101305719X,01013000135
0101305720X,01013000135
0101305721X,01013000135
0101305722X,01013000135
0101305723X,01013000135
0101305724X,01013000135
0101305725X,01013000135
0101305726X,01013000135
0101305727X,01013000135
0101305728X,01013000135
0101305729X,01013000135
0101305730X,01013000135
0101305731X,01013000135
0101305732X,01013000135
0101305733X,01013000135
0101305734X,01013000135
0101305735X,01013000135
0101305736X,01013000135
0101305737X,01013000135
0101305738X,01013000135
0101305739X,01013000135
0101305740X,01013000135
0101305741X,01013000136
0101305742X,01013000136
0101305743X,01013000136
0101305744X,01013000136
0101305745X,01013000136
0101305746X,01013000136
0101305747X,01013000136
0101305748X,01013000136
0101305749X,01013000136
0101305750X,01013000136
0101305751X,01013000136
0101305752X,01013000136
0101305753X,01013000136
0101305754X,01013000136
0101305755X,01013000136
0101305756X,01013000136
0101305757X,01013000136
0101305758X,01013000136
0101305759X,01013000136
0101305760X,01013000136
0101305761X,01013000136
0101305762X,01013000136
0101305763X,01013000136
0101305764X,01013000136
0101305765X,01013000136
0101305766X,01013000136
0101305767X,01013000136
0101305768X,01013000136
0101305769X,01013000136
0101305770X,01013000136
0101305771X,01013000136
0101305772X,01013000136
0101305773X,01013000136
0101305774X,01013000136
0101305775X,01013000136
0101305776X,01013000136
0101305777X,01013000136
0101305778X,01013000136
0101305779X,01013000136
0101305780X,01013000136
0101305781X,01013000136
0101305782X,01013000136
0101305783X,01013000136
0101305784X,01013000137
0101305785X,01013000137
0101305786X,01013000137
0101305787X,01013000137
0101305788X,01013000137
0101305789X,01013000137
0101305790X,01013000137
0101305791X,01013000137
0101305792X,01013000137
0101305793X,01013000137
0101305794X,01013000137
0101305795X,01013000137
0101305796X,01013000137
0101305797X,01013000137
0101305798X,01013000137
0101305799X,01013000137
0101305800X,01013000137
0101305801X,01013000137
0101305802X,01013000137
0101305803X,01013000137
0101305804X,01013000137
0101305805X,01013000137
0101305806X,01013000137
0101305807X,01013000137
0101305808X,01013000137
0101305809X,01013000137
0101305810X,01013000137
0101305811X,01013000137
0101305812X,01013000137
0101305813X,01013000137
0101305814X,01013000137
0101305815X,01013000137
0101305816X,01013000137
0101305817X,01013000137
0101305818X,01013000137
0101305819X,01013000137
0101305820X,01013000137
0101305821X,01013000137
0101305822X,01013000137
0101305823X,01013000137
0101305824X,01013000137
0101305825X,01013000138
0101305826X,01013000138
0101305827X,01013000138
0101305828X,01013000138
0101305829X,01013000138
0101305830X,01013000138
0101305831X,01013000138
0101305832X,01013000138
0101305833X,01013000138
0101305834X,01013000138
0101305835X,01013000138
0101305836X,01013000138
0101305837X,01013000138
0101305838X,01013000138
0101305839X,01013000138
0101305840X,01013000138
0101305841X,01013000138
0101305842X,01013000138
0101305843X,01013000138
0101305844X,01013000138
0101305845X,01013000138
0101305846X,01013000138
0101305847X,01013000138
0101305848X,01013000138
0101305849X,01013000138
0101305850X,01013000138
0101305851X,01013000138
0101305852X,01013000138
0101305853X,01013000138
0101305854X,01013000138
0101305855X,01013000138
0101305856X,01013000138
0101305857X,01013000138
0101305858X,01013000138
0101305859X,01013000138
0101305860X,01013000138
0101305861X,01013000138
0101305862X,01013000138
0101305863X,01013000138
0101305864X,01013000138
0101305865X,01013000138
0101305866X,01013000138
0101305867X,01013000138
0101305868X,01013000138
0101305869X,01013000138
0101305870X,01013000138
0101305871X,01013000138
0101305872X,01013000138
0101305873X,01013000138
0101305874X,01013000138
0101305875X,01013000138
0101305876X,01013000138
0101305877X,01013000138
0101305878X,01013000138
0101305879X,01013000138
0101305880X,01013000138
0101305881X,01013000138
0101305882X,01013000138
0101305883X,01013000138
0101305884X,01013000138
0101305885X,01013000138
0101305886X,01013000138
0101305887X,01013000138
0101305888X,01013000138
0101305889X,01013000138
0101305890X,01013000138
0101305891X,01013000138
0101305892X,01013000138
0101305893X,01013000138
0101305894X,01013000138
0101305895X,01013000138
0101305896X,01013000138
0101305897X,01013000138
0101305898X,01013000138
0101305899X,01013000138
0101305900X,01013000138
0101305901X,01013000138
0101305902X,01013000138
0101305903X,01013000138
0101305904X,01013000138
0101305905X,01013000138
0101305906X,01013000138
0101305907X,01013000138
0101305908X,01013000138
0101305909X,01013000139
0101305910X,01013000139
0101305911X,01013000139
0101305912X,01013000139
0101305913X,01013000139
0101305914X,01013000139
0101305915X,01013000139
0101305916X,01013000139
0101305917X,01013000139
0101305918X,01013000139
0101305919X,01013000139
0101305920X,01013000139
0101305921X,01013000139
0101305922X,01013000139
0101305923X,01013000139
0101305924X,01013000139
0101305925X,01013000139
0101305926X,01013000139
0101305927X,01013000139
0101305928X,01013000139
0101305929X,01013000139
0101305930X,01013000139
0101305931X,01013000139
0101305932X,01013000139
0101305933X,01013000139
0101305934X,01013000139
0101305935X,01013000139
0101305936X,01013000139
0101305937X,01013000139
0101305938X,01013000139
0101305939X,01013000139
0101305940X,01013000139
0101305941X,01013000139
0101305942X,01013000139
0101305943X,01013000139
0101305944X,01013000139
0101305945X,01013000139
0101305946X,01013000139
0101305947X,01013000139
0101305948X,01013000139
0101305949X,01013000139
0101305950X,01013000139
0101305951X,01013000139
0101305952X,01013000139
0101305953X,01013000139
0101305954X,01013000139
0101305955X,01013000139
0101305956X,01013000139
0101305957X,01013000139
0101305958X,01013000139
0101305959X,01013000139
0101305960X,01013000139
0101305961X,01013000139
0101305962X,01013000140
0101305963X,01013000140
0101305964X,01013000140
0101305965X,01013000140
0101305966X,01013000140
0101305967X,01013000140
0101305968X,01013000140
0101305969X,01013000140
0101305970X,01013000140
0101305971X,01013000140
0101305972X,01013000140
0101305973X,01013000140
0101305974X,01013000140
0101305975X,01013000140
0101305976X,01013000140
0101305977X,01013000140
0101305978X,01013000140
0101305979X,01013000140
0101305980X,01013000140
0101305981X,01013000140
0101305982X,01013000140
0101305983X,01013000140
0101305984X,01013000140
0101305985X,01013000140
0101305986X,01013000140
0101305987X,01013000141
0101305988X,01013000141
0101305989X,01013000141
0101305990X,01013000141
0101305991X,01013000141
0101305992X,01013000141
0101305993X,01013000141
0101305994X,01013000141
0101305995X,01013000141
0101305996X,01013000141
0101305997X,01013000141
0101305998X,01013000141
0101305999X,01013000141
0101306000X,01013000141
0101306001X,01013000141
0101306002X,01013000141
0101306003X,01013000141
0101306004X,01013000141
0101306005X,01013000141
0101306006X,01013000141
0101306007X,01013000141
0101306008X,01013000141
0101306009X,01013000141
0101306010X,01013000141
0101306011X,01013000141
0101306012X,01013000141
0101306013X,01013000141
0101306014X,01013000141
0101306015X,01013000141
0101306016X,01013000141
0101306017X,01013000141
0101306018X,01013000141
0101306019X,01013000141
0101306020X,01013000141
0101306021X,01013000141
0101306022X,01013000141
0101306023X,01013000141
0101306024X,01013000141
0101306025X,01013000141
0101306026X,01013000141
0101306027X,01013000141
0101306028X,01013000141
0101306029X,01013000141
0101306030X,01013000142
0101306031X,01013000142
0101306032X,01013000142
0101306033X,01013000142
0101306034X,01013000142
0101306035X,01013000142
0101306036X,01013000142
0101306037X,01013000142
0101306038X,01013000142
0101306039X,01013000142
0101306040X,01013000142
0101306041X,01013000142
0101306042X,01013000142
0101306043X,01013000142
0101306044X,01013000142
0101306045X,01013000142
0101306046X,01013000142
0101306047X,01013000142
0101306048X,01013000142
0101306049X,01013000142
0101306050X,01013000142
0101306051X,01013000142
0101306052X,01013000142
0101306053X,01013000142
0101306054X,01013000142
0101306055X,01013000142
0101306056X,01013000142
0101306057X,01013000142
0101306058X,01013000142
0101306059X,01013000142
0101306060X,01013000142
0101306061X,01013000142
0101306062X,01013000142
0101306063X,01013000142
0101306064X,01013000142
0101306065X,01013000142
0101306066X,01013000142
0101306067X,01013000142
0101306068X,01013000142
0101306069X,01013000142
0101306070X,01013000142
0101306071X,01013000142
0101306072X,01013000142
0101306073X,01013000142
0101306074X,01013000142
0101306075X,01013000142
0101306076X,01013000142
0101306077X,01013000142
0101306078X,01013000142
0101306079X,01013000142
0101306080X,01013000142
0101306081X,01013000142
0101306082X,01013000142
0101306083X,01013000142
0101306084X,01013000142
0101306085X,01013000142
0101306086X,01013000142
0101306087X,01013000142
0101306088X,01013000142
0101306089X,01013000142
0101306090X,01013000142
0101306091X,01013000142
0101306092X,01013000142
0101306093X,01013000142
0101306094X,01013000142
0101306095X,01013000142
0101306096X,01013000142
0101306097X,01013000142
0101306098X,01013000142
0101306099X,01013000142
0101306100X,01013000142
0101306101X,01013000142
0101306102X,01013000143
0101306103X,01013000143
0101306104X,01013000143
0101306105X,01013000143
0101306106X,01013000143
0101306107X,01013000143
0101306108X,01013000143
0101306109X,01013000143
0101306110X,01013000143
0101306111X,01013000143
0101306112X,01013000143
0101306113X,01013000143
0101306114X,01013000143
0101306115X,01013000143
0101306116X,01013000143
0101306117X,01013000143
0101306118X,01013000143
0101306119X,01013000143
0101306120X,01013000143
0101306121X,01013000143
0101306122X,01013000143
0101306123X,01013000143
0101306124X,01013000143
0101306125X,01013000143
0101306126X,01013000143
0101306127X,01013000143
0101306128X,01013000143
0101306129X,01013000143
0101306130X,01013000143
0101306131X,01013000143
0101306132X,01013000143
0101306133X,01013000143
0101306134X,01013000143
0101306135X,01013000143
0101306136X,01013000143
0101306137X,01013000143
0101306138X,01013000143
0101306139X,01013000143
0101306140X,01013000143
0101306141X,01013000143
0101306142X,01013000143
0101306143X,01013000143
0101306144X,01013000143
0101306145X,01013000143
0101306146X,01013000143
0101306147X,01013000143
0101306148X,01013000143
0101306149X,01013000143
0101306150X,01013000143
0101306151X,01013000143
0101306152X,01013000143
0101306153X,01013000143
0101306154X,01013000143
0101306155X,01013000144
0101306156X,01013000144
0101306157X,01013000144
0101306158X,01013000144
0101306159X,01013000144
0101306160X,01013000144
0101306161X,01013000144
0101306162X,01013000144
0101306163X,01013000144
0101306164X,01013000144
0101306165X,01013000144
0101306166X,01013000144
0101306167X,01013000144
0101306168X,01013000144
0101306169X,01013000144
0101306170X,01013000144
0101306171X,01013000144
0101306172X,01013000144
0101306173X,01013000144
0101306174X,01013000144
0101306175X,01013000144
0101306176X,01013000144
0101306177X,01013000144
0101306178X,01013000144
0101306179X,01013000145
0101306180X,01013000145
0101306181X,01013000145
0101306182X,01013000145
0101306183X,01013000145
0101306184X,01013000145
0101306185X,01013000145
0101306186X,01013000145
0101306187X,01013000145
0101306188X,01013000145
0101306189X,01013000145
0101306190X,01013000145
0101306191X,01013000145
0101306192X,01013000145
0101306193X,01013000145
0101306194X,01013000145
0101306195X,01013000145
0101306196X,01013000145
0101306197X,01013000145
0101306198X,01013000145
0101306199X,01013000145
0101306200X,01013000145
0101306201X,01013000145
0101306202X,01013000145
0101306203X,01013000145
0101306204X,01013000145
0101306205X,01013000145
0101306206X,01013000145
0101306207X,01013000145
0101306208X,01013000145
0101306209X,01013000145
0101306210X,01013000145
0101306211X,01013000145
0101306212X,01013000145
0101306213X,01013000145
0101306214X,01013000145
0101306215X,01013000145
0101306216X,01013000145
0101306217X,01013000145
0101306218X,01013000145
0101306219X,01013000145
0101306220X,01013000145
0101306221X,01013000145
0101306222X,01013000145
0101306223X,01013000145
0101306224X,01013000146
0101306225X,01013000146
0101306226X,01013000146
0101306227X,01013000146
0101306228X,01013000146
0101306229X,01013000146
0101306230X,01013000146
0101306231X,01013000146
0101306232X,01013000146
0101306233X,01013000146
0101306234X,01013000146
0101306235X,01013000146
0101306236X,01013000146
0101306237X,01013000146
0101306238X,01013000146
0101306239X,01013000146
0101306240X,01013000146
0101306241X,01013000146
0101306242X,01013000146
0101306243X,01013000146
0101306244X,01013000146
0101306245X,01013000146
0101306246X,01013000146
0101306247X,01013000146
0101306248X,01013000146
0101306249X,01013000146
0101306250X,01013000146
0101306251X,01013000146
0101306252X,01013000146
0101306253X,01013000146
0101306254X,01013000146
0101306255X,01013000146
0101306256X,01013000146
0101306257X,01013000146
0101306258X,01013000147
0101306259X,01013000147
0101306260X,01013000147
0101306261X,01013000147
0101306262X,01013000147
0101306263X,01013000147
0101306264X,01013000147
0101306265X,01013000147
0101306266X,01013000147
0101306267X,01013000147
0101306268X,01013000147
0101306269X,01013000147
0101306270X,01013000147
0101306271X,01013000147
0101306272X,01013000147
0101306273X,01013000147
0101306274X,01013000147
0101306275X,01013000147
0101306276X,01013000147
0101306277X,01013000147
0101306278X,01013000147
0101306279X,01013000147
0101306280X,01013000147
0101306281X,01013000147
0101306282X,01013000147
0101306283X,01013000147
0101306284X,01013000147
0101306285X,01013000147
0101306286X,01013000147
0101306287X,01013000147
0101306288X,01013000147
0101306289X,01013000147
0101306290X,01013000147
0101306291X,01013000147
0101306292X,01013000147
0101306293X,01013000147
0101306294X,01013000147
0101306295X,01013000147
0101306296X,01013000147
0101306297X,01013000147
0101306298X,01013000147
0101306299X,01013000147
0101306300X,01013000147
0101306301X,01013000147
0101306302X,01013000147
0101306303X,01013000147
0101306304X,01013000147
0101306305X,01013000147
0101306306X,01013000147
0101306307X,01013000147
0101306308X,01013000147
0101306309X,01013000147
0101306310X,01013000147
0101306311X,01013000147
0101306312X,01013000147
0101306313X,01013000147
0101306314X,01013000147
